index,alice_bit,alice_basis,bob_basis,eve_basis,eve_result,bob_result,bases_match,alice_basis_label,bob_basis_label,eve_basis_label,bob_correct
543,1,1,1,1,1,1,1,X,X,X,1
544,0,1,1,0,0,1,1,X,X,Z,0
545,1,1,1,0,1,0,1,X,X,Z,0
546,0,1,1,1,0,0,1,X,X,X,1
547,1,1,0,0,0,0,0,X,Z,Z,0
548,1,1,0,1,1,0,0,X,Z,X,0
549,0,1,1,0,1,0,1,X,X,Z,1
550,0,0,0,0,0,0,1,Z,Z,Z,1
551,1,0,0,1,0,1,1,Z,Z,X,1
552,0,1,1,0,0,1,1,X,X,Z,0
553,1,0,0,0,1,1,1,Z,Z,Z,1
554,0,1,1,0,0,1,1,X,X,Z,0
555,1,1,0,1,1,1,0,X,Z,X,1
556,1,0,1,0,1,1,0,Z,X,Z,1
557,1,1,1,0,1,0,1,X,X,Z,0
558,1,1,0,0,0,0,0,X,Z,Z,0
559,1,0,0,1,0,1,1,Z,Z,X,1
560,1,0,1,1,1,1,0,Z,X,X,1
561,0,1,1,1,0,0,1,X,X,X,1
562,0,0,1,1,1,1,0,Z,X,X,0
563,0,0,0,1,1,0,1,Z,Z,X,1
564,1,1,0,0,1,1,0,X,Z,Z,1
565,1,0,0,1,0,0,1,Z,Z,X,0
566,1,0,0,1,0,0,1,Z,Z,X,0
567,1,1,1,0,1,1,1,X,X,Z,1
568,0,0,1,1,1,1,0,Z,X,X,0
569,0,0,1,0,0,1,0,Z,X,Z,0
570,1,1,1,1,1,1,1,X,X,X,1
571,0,1,0,0,1,1,0,X,Z,Z,0
572,0,1,1,0,1,1,1,X,X,Z,0
573,1,0,1,1,0,0,0,Z,X,X,0
574,0,1,0,1,0,1,0,X,Z,X,0
575,1,1,0,0,1,1,0,X,Z,Z,1
576,0,0,1,0,0,0,0,Z,X,Z,1
577,1,1,0,0,1,1,0,X,Z,Z,1
578,1,1,1,0,0,1,1,X,X,Z,1
579,1,1,0,0,1,1,0,X,Z,Z,1
580,1,1,0,0,0,0,0,X,Z,Z,0
581,0,0,1,0,0,1,0,Z,X,Z,0
582,1,1,0,1,1,1,0,X,Z,X,1
583,1,1,1,0,0,0,1,X,X,Z,0
584,1,0,0,1,0,1,1,Z,Z,X,1
585,0,1,0,1,0,0,0,X,Z,X,1
586,1,0,0,0,1,1,1,Z,Z,Z,1
587,0,0,0,0,0,0,1,Z,Z,Z,1
588,1,0,0,1,0,0,1,Z,Z,X,0
589,0,1,1,0,1,1,1,X,X,Z,0
590,0,0,0,0,0,0,1,Z,Z,Z,1
591,1,0,1,1,0,0,0,Z,X,X,0
592,0,0,0,1,1,1,1,Z,Z,X,0
593,1,1,1,1,1,1,1,X,X,X,1
594,1,1,0,0,1,1,0,X,Z,Z,1
595,1,1,1,0,1,0,1,X,X,Z,0
596,0,1,1,1,0,0,1,X,X,X,1
597,0,1,0,0,0,0,0,X,Z,Z,1
598,1,1,0,1,1,1,0,X,Z,X,1
599,1,1,0,0,1,1,0,X,Z,Z,1
600,0,0,1,1,1,1,0,Z,X,X,0
601,1,0,1,0,1,1,0,Z,X,Z,1
602,1,0,0,1,0,1,1,Z,Z,X,1
603,1,0,0,0,1,1,1,Z,Z,Z,1
604,0,1,1,0,0,0,1,X,X,Z,1
605,0,0,1,1,1,1,0,Z,X,X,0
606,0,0,0,0,0,0,1,Z,Z,Z,1
607,1,0,1,0,1,0,0,Z,X,Z,0
608,1,0,0,1,0,1,1,Z,Z,X,1
609,1,1,0,0,1,1,0,X,Z,Z,1
610,0,1,0,0,1,1,0,X,Z,Z,0
611,1,1,1,0,0,0,1,X,X,Z,0
612,1,0,1,1,1,1,0,Z,X,X,1
613,1,1,1,1,1,1,1,X,X,X,1
614,1,0,1,1,0,0,0,Z,X,X,0
615,0,1,0,1,0,0,0,X,Z,X,1
616,0,1,1,1,0,0,1,X,X,X,1
617,1,1,0,0,0,0,0,X,Z,Z,0
618,0,1,0,0,0,0,0,X,Z,Z,1
619,0,1,0,1,0,1,0,X,Z,X,0
620,1,0,1,0,1,1,0,Z,X,Z,1
621,1,1,0,0,1,1,0,X,Z,Z,1
622,0,0,0,0,0,0,1,Z,Z,Z,1
623,1,0,1,0,1,1,0,Z,X,Z,1
624,0,0,0,1,1,0,1,Z,Z,X,1
625,1,0,1,1,1,1,0,Z,X,X,1
626,0,0,1,0,0,0,0,Z,X,Z,1
627,1,1,1,0,1,1,1,X,X,Z,1
628,0,1,0,1,0,1,0,X,Z,X,0
629,0,1,1,0,0,1,1,X,X,Z,0
630,0,1,1,0,1,0,1,X,X,Z,1
631,1,0,1,0,1,0,0,Z,X,Z,0
632,0,1,1,1,0,0,1,X,X,X,1
633,0,1,0,1,0,0,0,X,Z,X,1
634,1,0,1,0,1,0,0,Z,X,Z,0
635,1,0,0,0,1,1,1,Z,Z,Z,1
636,0,1,1,0,0,0,1,X,X,Z,1
637,0,1,0,0,0,0,0,X,Z,Z,1
638,1,0,1,0,1,1,0,Z,X,Z,1
639,1,1,0,0,1,1,0,X,Z,Z,1
640,1,1,1,1,1,1,1,X,X,X,1
641,1,1,0,1,1,0,0,X,Z,X,0
642,1,1,0,0,1,1,0,X,Z,Z,1
643,0,0,0,1,0,1,1,Z,Z,X,0
644,1,0,1,0,1,0,0,Z,X,Z,0
645,0,0,0,0,0,0,1,Z,Z,Z,1
646,0,1,0,1,0,1,0,X,Z,X,0
647,0,1,0,1,0,0,0,X,Z,X,1
648,1,1,0,0,0,0,0,X,Z,Z,0
649,0,1,1,0,0,1,1,X,X,Z,0
650,0,1,0,1,0,1,0,X,Z,X,0
651,1,0,0,1,1,1,1,Z,Z,X,1
652,0,1,0,0,1,1,0,X,Z,Z,0
653,0,1,1,0,0,1,1,X,X,Z,0
654,1,0,0,0,1,1,1,Z,Z,Z,1
655,0,1,0,1,0,1,0,X,Z,X,0
656,0,0,0,0,0,0,1,Z,Z,Z,1
657,0,0,0,1,0,0,1,Z,Z,X,1
658,1,0,1,0,1,0,0,Z,X,Z,0
659,1,0,0,1,1,0,1,Z,Z,X,0
660,1,0,0,1,1,0,1,Z,Z,X,0
661,0,1,1,1,0,0,1,X,X,X,1
662,0,0,1,1,1,1,0,Z,X,X,0
663,1,0,1,0,1,1,0,Z,X,Z,1
664,0,1,0,1,0,0,0,X,Z,X,1
665,0,1,1,1,0,0,1,X,X,X,1
666,1,0,0,1,0,1,1,Z,Z,X,1
667,1,1,1,0,0,1,1,X,X,Z,1
668,0,1,0,0,0,0,0,X,Z,Z,1
669,0,0,1,0,0,0,0,Z,X,Z,1
670,0,0,0,0,0,0,1,Z,Z,Z,1
671,1,1,1,0,0,0,1,X,X,Z,0
672,1,0,0,0,1,1,1,Z,Z,Z,1
673,1,0,0,1,1,1,1,Z,Z,X,1
674,1,1,0,1,1,1,0,X,Z,X,1
675,0,0,0,1,1,0,1,Z,Z,X,1
676,1,0,0,0,1,1,1,Z,Z,Z,1
677,1,0,0,1,1,1,1,Z,Z,X,1
678,1,0,0,1,1,0,1,Z,Z,X,0
679,1,0,0,0,1,1,1,Z,Z,Z,1
680,1,1,1,1,1,1,1,X,X,X,1
681,0,1,0,0,1,1,0,X,Z,Z,0
682,0,0,0,1,0,1,1,Z,Z,X,0
683,1,1,1,0,0,1,1,X,X,Z,1
684,0,0,0,0,0,0,1,Z,Z,Z,1
685,1,0,1,0,1,0,0,Z,X,Z,0
686,1,0,0,1,0,0,1,Z,Z,X,0
687,0,0,1,1,0,0,0,Z,X,X,1
688,0,0,1,0,0,0,0,Z,X,Z,1
689,1,1,0,0,1,1,0,X,Z,Z,1
690,1,1,1,1,1,1,1,X,X,X,1
691,1,0,0,1,0,0,1,Z,Z,X,0
692,0,1,0,0,1,1,0,X,Z,Z,0
693,1,0,0,1,0,1,1,Z,Z,X,1
694,1,1,0,1,1,1,0,X,Z,X,1
695,1,0,1,1,1,1,0,Z,X,X,1
696,0,1,0,0,1,1,0,X,Z,Z,0
697,1,0,1,0,1,1,0,Z,X,Z,1
698,1,0,1,1,0,0,0,Z,X,X,0
699,0,1,0,0,1,1,0,X,Z,Z,0
700,1,1,0,1,1,0,0,X,Z,X,0
701,1,0,0,1,1,1,1,Z,Z,X,1
702,0,1,0,0,0,0,0,X,Z,Z,1
703,1,0,1,0,1,0,0,Z,X,Z,0
704,0,1,0,0,0,0,0,X,Z,Z,1
705,0,1,1,1,0,0,1,X,X,X,1
706,1,0,0,1,0,1,1,Z,Z,X,1
707,1,1,0,0,0,0,0,X,Z,Z,0
708,1,1,0,0,0,0,0,X,Z,Z,0
709,1,0,0,0,1,1,1,Z,Z,Z,1
710,0,1,1,1,0,0,1,X,X,X,1
711,1,0,1,1,1,1,0,Z,X,X,1
712,0,0,0,1,0,0,1,Z,Z,X,1
713,1,0,1,0,1,1,0,Z,X,Z,1
714,1,0,1,0,1,1,0,Z,X,Z,1
715,1,0,0,1,0,0,1,Z,Z,X,0
716,0,1,0,0,1,1,0,X,Z,Z,0
717,1,0,1,0,1,1,0,Z,X,Z,1
718,1,0,1,0,1,1,0,Z,X,Z,1
719,1,1,1,0,0,0,1,X,X,Z,0
720,1,1,1,1,1,1,1,X,X,X,1
721,0,1,0,0,0,0,0,X,Z,Z,1
722,1,0,0,1,0,0,1,Z,Z,X,0
723,0,0,1,1,0,0,0,Z,X,X,1
724,0,0,0,0,0,0,1,Z,Z,Z,1
725,0,1,1,1,0,0,1,X,X,X,1
726,0,0,1,1,0,0,0,Z,X,X,1
727,0,1,0,0,1,1,0,X,Z,Z,0
728,0,0,1,1,0,0,0,Z,X,X,1
729,1,1,1,1,1,1,1,X,X,X,1
730,0,0,0,1,1,1,1,Z,Z,X,0
731,0,0,0,1,0,0,1,Z,Z,X,1
732,0,0,1,1,0,0,0,Z,X,X,1
733,1,1,1,1,1,1,1,X,X,X,1
734,1,1,0,1,1,0,0,X,Z,X,0
735,0,0,1,1,0,0,0,Z,X,X,1
736,1,0,1,0,1,0,0,Z,X,Z,0
737,0,0,0,0,0,0,1,Z,Z,Z,1
738,0,1,0,0,1,1,0,X,Z,Z,0
739,1,0,0,1,0,0,1,Z,Z,X,0
740,0,0,0,1,0,0,1,Z,Z,X,1
741,1,0,0,1,1,0,1,Z,Z,X,0
742,1,0,0,0,1,1,1,Z,Z,Z,1
743,0,1,1,0,0,1,1,X,X,Z,0
744,0,1,1,0,1,1,1,X,X,Z,0
745,1,0,0,1,1,1,1,Z,Z,X,1
746,0,0,0,0,0,0,1,Z,Z,Z,1
747,0,1,1,0,1,1,1,X,X,Z,0
748,0,1,1,1,0,0,1,X,X,X,1
749,1,0,1,0,1,1,0,Z,X,Z,1
750,1,1,0,1,1,0,0,X,Z,X,0
751,0,1,0,0,1,1,0,X,Z,Z,0
752,1,0,1,1,0,0,0,Z,X,X,0
753,1,1,0,1,1,0,0,X,Z,X,0
754,1,1,0,1,1,0,0,X,Z,X,0
755,1,0,0,1,0,0,1,Z,Z,X,0
756,1,0,1,1,1,1,0,Z,X,X,1
757,0,1,1,0,1,0,1,X,X,Z,1
758,0,0,0,1,0,0,1,Z,Z,X,1
759,0,1,0,1,0,0,0,X,Z,X,1
760,1,0,0,1,0,0,1,Z,Z,X,0
761,1,1,0,1,1,1,0,X,Z,X,1
762,0,0,0,0,0,0,1,Z,Z,Z,1
763,1,1,1,1,1,1,1,X,X,X,1
764,0,1,0,0,0,0,0,X,Z,Z,1
765,0,1,0,1,0,1,0,X,Z,X,0
766,0,0,0,1,1,1,1,Z,Z,X,0
767,1,0,1,0,1,1,0,Z,X,Z,1
768,1,1,1,0,0,1,1,X,X,Z,1
769,0,1,0,0,1,1,0,X,Z,Z,0
770,0,0,1,1,0,0,0,Z,X,X,1
771,0,0,1,0,0,0,0,Z,X,Z,1
772,0,0,1,1,0,0,0,Z,X,X,1
773,1,0,1,0,1,1,0,Z,X,Z,1
774,1,0,1,0,1,0,0,Z,X,Z,0
775,0,0,1,1,0,0,0,Z,X,X,1
776,0,1,0,0,1,1,0,X,Z,Z,0
777,1,0,1,0,1,1,0,Z,X,Z,1
778,1,1,1,1,1,1,1,X,X,X,1
779,0,0,0,1,0,1,1,Z,Z,X,0
780,0,0,0,1,0,1,1,Z,Z,X,0
781,0,1,0,0,0,0,0,X,Z,Z,1
782,1,1,0,0,1,1,0,X,Z,Z,1
783,1,0,1,0,1,0,0,Z,X,Z,0
784,1,1,1,0,1,0,1,X,X,Z,0
785,0,1,1,0,0,0,1,X,X,Z,1
786,0,1,1,1,0,0,1,X,X,X,1
787,1,1,0,0,1,1,0,X,Z,Z,1
788,1,0,1,1,0,0,0,Z,X,X,0
789,0,1,1,0,1,1,1,X,X,Z,0
790,1,0,0,1,1,1,1,Z,Z,X,1
791,1,0,1,0,1,0,0,Z,X,Z,0
792,0,0,1,0,0,0,0,Z,X,Z,1
793,1,0,1,1,1,1,0,Z,X,X,1
794,0,1,1,0,1,0,1,X,X,Z,1
795,0,1,0,1,0,1,0,X,Z,X,0
796,0,0,0,0,0,0,1,Z,Z,Z,1
797,0,0,0,0,0,0,1,Z,Z,Z,1
798,0,0,0,1,1,0,1,Z,Z,X,1
799,0,0,0,0,0,0,1,Z,Z,Z,1
800,0,1,1,1,0,0,1,X,X,X,1
801,1,0,1,0,1,1,0,Z,X,Z,1
802,0,1,0,0,1,1,0,X,Z,Z,0
803,0,0,0,0,0,0,1,Z,Z,Z,1
804,1,0,0,0,1,1,1,Z,Z,Z,1
805,1,0,1,0,1,0,0,Z,X,Z,0
806,1,0,0,0,1,1,1,Z,Z,Z,1
807,0,1,1,0,0,1,1,X,X,Z,0
808,1,1,1,1,1,1,1,X,X,X,1
809,0,1,1,0,1,0,1,X,X,Z,1
810,0,0,1,0,0,1,0,Z,X,Z,0
811,0,0,0,0,0,0,1,Z,Z,Z,1
812,0,1,1,1,0,0,1,X,X,X,1
813,1,1,1,1,1,1,1,X,X,X,1
814,1,0,0,0,1,1,1,Z,Z,Z,1
815,0,0,1,0,0,0,0,Z,X,Z,1
816,0,1,1,0,0,0,1,X,X,Z,1
817,0,0,1,1,0,0,0,Z,X,X,1
818,1,0,0,0,1,1,1,Z,Z,Z,1
819,0,1,1,1,0,0,1,X,X,X,1
820,0,0,1,0,0,0,0,Z,X,Z,1
821,1,1,0,1,1,0,0,X,Z,X,0
822,1,0,0,1,0,0,1,Z,Z,X,0
823,0,1,1,0,1,0,1,X,X,Z,1
824,1,0,1,0,1,1,0,Z,X,Z,1
825,1,1,0,0,0,0,0,X,Z,Z,0
826,0,1,1,0,1,0,1,X,X,Z,1
827,1,1,0,0,0,0,0,X,Z,Z,0
828,0,1,1,0,0,0,1,X,X,Z,1
829,1,0,0,0,1,1,1,Z,Z,Z,1
830,0,0,1,1,1,1,0,Z,X,X,0
831,0,1,0,0,0,0,0,X,Z,Z,1
832,0,0,0,0,0,0,1,Z,Z,Z,1
833,1,0,0,1,1,1,1,Z,Z,X,1
834,0,0,0,0,0,0,1,Z,Z,Z,1
835,1,0,0,0,1,1,1,Z,Z,Z,1
836,0,0,1,0,0,1,0,Z,X,Z,0
837,0,1,1,0,0,1,1,X,X,Z,0
838,1,1,0,1,1,0,0,X,Z,X,0
839,0,1,1,1,0,0,1,X,X,X,1
840,0,1,1,0,1,0,1,X,X,Z,1
841,1,0,1,0,1,0,0,Z,X,Z,0
842,0,0,1,1,0,0,0,Z,X,X,1
843,0,1,1,0,0,1,1,X,X,Z,0
844,0,0,1,1,1,1,0,Z,X,X,0
845,0,0,0,1,1,1,1,Z,Z,X,0
846,1,1,1,1,1,1,1,X,X,X,1
847,1,0,1,0,1,0,0,Z,X,Z,0
848,0,1,1,0,0,0,1,X,X,Z,1
849,1,1,0,0,1,1,0,X,Z,Z,1
850,0,0,1,1,1,1,0,Z,X,X,0
851,1,0,1,0,1,1,0,Z,X,Z,1
852,0,1,1,0,1,0,1,X,X,Z,1
853,0,1,0,1,0,0,0,X,Z,X,1
854,0,0,1,0,0,0,0,Z,X,Z,1
855,0,1,0,0,1,1,0,X,Z,Z,0
856,0,1,1,0,1,0,1,X,X,Z,1
857,0,1,0,1,0,0,0,X,Z,X,1
858,1,0,0,0,1,1,1,Z,Z,Z,1
859,0,1,0,1,0,0,0,X,Z,X,1
860,1,0,1,1,0,0,0,Z,X,X,0
861,0,1,0,1,0,0,0,X,Z,X,1
862,1,0,0,0,1,1,1,Z,Z,Z,1
863,1,1,0,0,1,1,0,X,Z,Z,1
864,1,0,0,0,1,1,1,Z,Z,Z,1
865,0,0,1,1,1,1,0,Z,X,X,0
866,0,0,1,1,0,0,0,Z,X,X,1
867,1,1,1,0,1,1,1,X,X,Z,1
868,0,1,1,1,0,0,1,X,X,X,1
869,1,1,0,0,1,1,0,X,Z,Z,1
870,0,0,1,0,0,1,0,Z,X,Z,0
871,1,1,0,0,1,1,0,X,Z,Z,1
872,1,0,1,0,1,1,0,Z,X,Z,1
873,0,1,1,0,1,1,1,X,X,Z,0
874,1,0,1,0,1,0,0,Z,X,Z,0
875,0,0,0,0,0,0,1,Z,Z,Z,1
876,1,0,1,1,1,1,0,Z,X,X,1
877,1,1,1,0,0,1,1,X,X,Z,1
878,0,1,1,1,0,0,1,X,X,X,1
879,0,1,0,1,0,0,0,X,Z,X,1
880,0,0,1,0,0,0,0,Z,X,Z,1
881,1,0,1,1,0,0,0,Z,X,X,0
882,0,1,0,1,0,0,0,X,Z,X,1
883,1,1,0,1,1,1,0,X,Z,X,1
884,1,1,1,0,0,1,1,X,X,Z,1
885,0,0,1,0,0,1,0,Z,X,Z,0
886,0,0,1,0,0,1,0,Z,X,Z,0
887,1,0,0,0,1,1,1,Z,Z,Z,1
888,1,0,0,0,1,1,1,Z,Z,Z,1
889,0,0,0,1,1,0,1,Z,Z,X,1
890,0,1,1,1,0,0,1,X,X,X,1
891,0,0,0,0,0,0,1,Z,Z,Z,1
892,0,0,1,1,1,1,0,Z,X,X,0
893,0,0,0,1,1,1,1,Z,Z,X,0
894,1,0,0,1,1,1,1,Z,Z,X,1
895,1,0,0,1,1,0,1,Z,Z,X,0
896,1,1,1,0,0,0,1,X,X,Z,0
897,1,0,1,0,1,1,0,Z,X,Z,1
898,0,0,1,0,0,1,0,Z,X,Z,0
899,0,0,1,1,0,0,0,Z,X,X,1
900,0,1,0,1,0,1,0,X,Z,X,0
901,1,1,1,0,0,1,1,X,X,Z,1
902,1,1,0,0,0,0,0,X,Z,Z,0
903,0,0,1,1,1,1,0,Z,X,X,0
904,0,1,1,0,1,0,1,X,X,Z,1
905,1,0,0,0,1,1,1,Z,Z,Z,1
906,1,0,0,1,0,1,1,Z,Z,X,1
907,0,1,1,1,0,0,1,X,X,X,1
908,0,0,1,0,0,0,0,Z,X,Z,1
909,1,0,0,1,1,1,1,Z,Z,X,1
910,0,0,0,0,0,0,1,Z,Z,Z,1
911,0,1,0,1,0,1,0,X,Z,X,0
912,0,0,0,1,0,1,1,Z,Z,X,0
913,1,0,0,0,1,1,1,Z,Z,Z,1
914,1,1,1,1,1,1,1,X,X,X,1
915,1,0,1,0,1,0,0,Z,X,Z,0
916,1,0,1,1,0,0,0,Z,X,X,0
917,1,1,1,0,1,0,1,X,X,Z,0
918,1,0,0,1,1,0,1,Z,Z,X,0
919,1,0,0,1,0,0,1,Z,Z,X,0
920,0,0,0,0,0,0,1,Z,Z,Z,1
921,0,0,1,1,1,1,0,Z,X,X,0
922,0,0,0,0,0,0,1,Z,Z,Z,1
923,0,1,0,1,0,0,0,X,Z,X,1
924,0,1,1,1,0,0,1,X,X,X,1
925,0,1,1,0,1,0,1,X,X,Z,1
926,0,1,1,1,0,0,1,X,X,X,1
927,1,0,0,1,1,1,1,Z,Z,X,1
928,1,0,0,0,1,1,1,Z,Z,Z,1
929,0,0,1,1,1,1,0,Z,X,X,0
930,0,0,1,0,0,0,0,Z,X,Z,1
931,1,0,0,0,1,1,1,Z,Z,Z,1
932,0,1,1,0,0,1,1,X,X,Z,0
933,0,1,0,1,0,1,0,X,Z,X,0
934,1,0,1,1,1,1,0,Z,X,X,1
935,0,0,1,0,0,0,0,Z,X,Z,1
936,1,0,1,1,1,1,0,Z,X,X,1
937,0,1,0,0,1,1,0,X,Z,Z,0
938,1,0,0,1,1,1,1,Z,Z,X,1
939,1,0,1,0,1,1,0,Z,X,Z,1
940,1,0,0,0,1,1,1,Z,Z,Z,1
941,0,1,1,1,0,0,1,X,X,X,1
942,1,0,1,0,1,1,0,Z,X,Z,1
943,0,1,0,0,1,1,0,X,Z,Z,0
944,0,1,0,1,0,0,0,X,Z,X,1
945,0,1,0,0,0,0,0,X,Z,Z,1
946,0,1,0,0,1,1,0,X,Z,Z,0
947,1,1,1,1,1,1,1,X,X,X,1
948,1,1,0,0,1,1,0,X,Z,Z,1
949,0,0,0,0,0,0,1,Z,Z,Z,1
950,0,0,1,0,0,0,0,Z,X,Z,1
951,1,0,1,0,1,1,0,Z,X,Z,1
952,0,1,1,0,0,1,1,X,X,Z,0
953,1,0,1,0,1,0,0,Z,X,Z,0
954,0,1,0,0,0,0,0,X,Z,Z,1
955,0,1,0,0,1,1,0,X,Z,Z,0
956,1,1,1,1,1,1,1,X,X,X,1
957,0,0,1,0,0,0,0,Z,X,Z,1
958,1,1,0,0,1,1,0,X,Z,Z,1
959,0,1,0,1,0,0,0,X,Z,X,1
960,0,0,0,0,0,0,1,Z,Z,Z,1
961,0,0,0,0,0,0,1,Z,Z,Z,1
962,1,1,0,0,1,1,0,X,Z,Z,1
963,0,1,1,0,0,0,1,X,X,Z,1
964,0,0,1,0,0,0,0,Z,X,Z,1
965,0,0,1,0,0,0,0,Z,X,Z,1
966,0,0,1,1,1,1,0,Z,X,X,0
967,1,1,0,1,1,1,0,X,Z,X,1
968,1,0,1,1,0,0,0,Z,X,X,0
969,0,0,0,1,0,1,1,Z,Z,X,0
970,1,0,0,1,0,1,1,Z,Z,X,1
971,0,1,0,0,1,1,0,X,Z,Z,0
972,0,0,0,0,0,0,1,Z,Z,Z,1
973,0,0,0,0,0,0,1,Z,Z,Z,1
974,1,0,0,0,1,1,1,Z,Z,Z,1
975,1,0,0,0,1,1,1,Z,Z,Z,1
976,1,0,1,1,0,0,0,Z,X,X,0
977,1,1,0,1,1,0,0,X,Z,X,0
978,1,1,1,0,1,0,1,X,X,Z,0
979,1,1,1,0,0,1,1,X,X,Z,1
980,1,0,0,0,1,1,1,Z,Z,Z,1
981,1,1,0,1,1,0,0,X,Z,X,0
982,1,1,1,1,1,1,1,X,X,X,1
983,0,1,1,0,1,0,1,X,X,Z,1
984,1,0,1,1,1,1,0,Z,X,X,1
985,1,0,1,0,1,1,0,Z,X,Z,1
986,1,1,0,1,1,1,0,X,Z,X,1
987,1,1,0,1,1,1,0,X,Z,X,1
988,1,0,0,0,1,1,1,Z,Z,Z,1
989,1,0,1,1,0,0,0,Z,X,X,0
990,1,1,0,1,1,1,0,X,Z,X,1
991,1,0,1,0,1,0,0,Z,X,Z,0
992,1,1,0,1,1,1,0,X,Z,X,1
993,1,0,1,0,1,0,0,Z,X,Z,0
994,1,1,0,1,1,1,0,X,Z,X,1
995,0,1,0,0,0,0,0,X,Z,Z,1
996,0,0,1,0,0,0,0,Z,X,Z,1
997,1,1,1,1,1,1,1,X,X,X,1
998,1,1,1,1,1,1,1,X,X,X,1
999,0,1,1,0,1,1,1,X,X,Z,0
1000,1,0,1,1,1,1,0,Z,X,X,1
1001,0,0,0,1,0,1,1,Z,Z,X,0
1002,0,0,1,1,1,1,0,Z,X,X,0
1003,0,1,0,0,1,1,0,X,Z,Z,0
1004,0,0,0,0,0,0,1,Z,Z,Z,1
1005,0,1,0,0,1,1,0,X,Z,Z,0
1006,1,1,0,1,1,0,0,X,Z,X,0
1007,0,0,0,1,0,0,1,Z,Z,X,1
1008,1,0,1,0,1,0,0,Z,X,Z,0
1009,1,1,1,0,1,1,1,X,X,Z,1
1010,0,1,0,1,0,0,0,X,Z,X,1
1011,0,0,0,1,1,1,1,Z,Z,X,0
1012,1,0,1,1,1,1,0,Z,X,X,1
1013,0,0,1,1,1,1,0,Z,X,X,0
1014,0,1,0,0,0,0,0,X,Z,Z,1
1015,1,1,1,1,1,1,1,X,X,X,1
1016,1,1,1,1,1,1,1,X,X,X,1
1017,0,1,1,0,1,0,1,X,X,Z,1
1018,1,1,0,0,1,1,0,X,Z,Z,1
1019,0,0,1,1,1,1,0,Z,X,X,0
1020,0,0,0,0,0,0,1,Z,Z,Z,1
1021,0,1,0,1,0,0,0,X,Z,X,1
1022,1,1,0,1,1,0,0,X,Z,X,0
1023,1,0,0,0,1,1,1,Z,Z,Z,1
1024,1,0,0,0,1,1,1,Z,Z,Z,1
1025,1,0,1,1,0,0,0,Z,X,X,0
1026,1,0,0,0,1,1,1,Z,Z,Z,1
1027,0,1,0,1,0,0,0,X,Z,X,1
1028,0,0,0,1,1,1,1,Z,Z,X,0
1029,0,1,1,1,0,0,1,X,X,X,1
1030,0,0,1,0,0,1,0,Z,X,Z,0
1031,1,0,1,1,0,0,0,Z,X,X,0
1032,0,0,1,1,0,0,0,Z,X,X,1
1033,1,1,1,1,1,1,1,X,X,X,1
1034,0,1,1,0,0,1,1,X,X,Z,0
1035,1,0,1,1,0,0,0,Z,X,X,0
1036,1,1,0,1,1,0,0,X,Z,X,0
1037,0,1,0,1,0,0,0,X,Z,X,1
1038,0,0,1,0,0,0,0,Z,X,Z,1
1039,0,0,0,1,0,0,1,Z,Z,X,1
1040,0,1,0,1,0,0,0,X,Z,X,1
1041,1,1,1,0,1,1,1,X,X,Z,1
1042,0,1,0,0,1,1,0,X,Z,Z,0
1043,0,0,0,1,0,0,1,Z,Z,X,1
1044,1,0,1,1,1,1,0,Z,X,X,1
1045,0,1,0,1,0,0,0,X,Z,X,1
1046,0,0,1,0,0,0,0,Z,X,Z,1
1047,0,0,1,0,0,0,0,Z,X,Z,1
1048,0,1,0,1,0,0,0,X,Z,X,1
1049,0,1,0,0,0,0,0,X,Z,Z,1
1050,1,0,0,1,1,0,1,Z,Z,X,0
1051,0,0,1,1,1,1,0,Z,X,X,0
1052,0,1,1,0,0,1,1,X,X,Z,0
1053,0,0,1,1,1,1,0,Z,X,X,0
1054,0,0,0,0,0,0,1,Z,Z,Z,1
1055,0,1,0,0,0,0,0,X,Z,Z,1
1056,1,1,1,1,1,1,1,X,X,X,1
1057,0,0,0,0,0,0,1,Z,Z,Z,1
1058,1,0,0,1,0,1,1,Z,Z,X,1
1059,1,0,1,0,1,0,0,Z,X,Z,0
1060,0,1,1,1,0,0,1,X,X,X,1
1061,0,0,0,1,1,0,1,Z,Z,X,1
1062,0,0,1,1,0,0,0,Z,X,X,1
1063,0,1,0,0,1,1,0,X,Z,Z,0
1064,1,1,1,1,1,1,1,X,X,X,1
1065,0,0,1,0,0,0,0,Z,X,Z,1
1066,0,1,1,0,0,1,1,X,X,Z,0
1067,0,1,0,0,1,1,0,X,Z,Z,0
1068,0,0,0,0,0,0,1,Z,Z,Z,1
1069,0,1,1,0,0,1,1,X,X,Z,0
1070,0,1,1,1,0,0,1,X,X,X,1
1071,1,0,1,0,1,0,0,Z,X,Z,0
1072,1,1,0,1,1,0,0,X,Z,X,0
1073,0,0,1,1,0,0,0,Z,X,X,1
1074,0,0,1,0,0,1,0,Z,X,Z,0
1075,0,1,1,1,0,0,1,X,X,X,1
1076,1,1,1,1,1,1,1,X,X,X,1
1077,0,1,0,0,1,1,0,X,Z,Z,0
1078,1,0,0,1,1,1,1,Z,Z,X,1
1079,0,1,1,0,0,0,1,X,X,Z,1
1080,0,0,0,0,0,0,1,Z,Z,Z,1
1081,0,1,0,0,1,1,0,X,Z,Z,0
1082,0,1,0,1,0,0,0,X,Z,X,1
1083,1,1,1,1,1,1,1,X,X,X,1
